                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.0462,                 0.8502,                 1.3765,                0.60128,                 0.5323,                0.57118,                0.32726,                 1.6887,                  1.818,                 1.9049,              0.0009968,              0.0009968,              0.0009968
                    154,                 1.0195,                0.79555,                 1.3214,                0.59662,                0.49307,                0.53766,                0.27552,                 1.8831,                 2.1178,                 2.0344,              0.0009902,              0.0009902,              0.0009902
                    155,                 1.0709,                0.84702,                 1.3329,                0.56728,                 0.4902,                0.49679,                0.26843,                 1.8933,                 2.1013,                 2.0084,              0.0009836,              0.0009836,              0.0009836
                    156,                 1.0036,                0.80436,                 1.2803,                0.52844,                0.45098,                0.46558,                0.24724,                 2.0532,                 2.1961,                 2.0809,               0.000977,               0.000977,               0.000977
                    157,                 1.1019,                0.83951,                 1.3657,                0.79822,                0.46553,                 0.5561,                0.26046,                 1.9167,                 1.7521,                 2.0005,              0.0009704,              0.0009704,              0.0009704
                    158,                 1.0519,                0.84233,                 1.2719,                0.60654,                0.52941,                0.48287,                0.25129,                 1.8728,                 1.8846,                 2.0143,              0.0009638,              0.0009638,              0.0009638
                    159,                 1.0884,                0.87266,                 1.3591,                0.69699,                0.45102,                0.47853,                 0.2654,                 1.8173,                 2.2752,                 2.0278,              0.0009572,              0.0009572,              0.0009572
                    160,                0.95939,                0.83925,                 1.2794,                0.55961,                0.56863,                0.53439,                0.26855,                 1.8346,                 1.8617,                  2.025,              0.0009506,              0.0009506,              0.0009506
                    161,                 1.0134,                0.83267,                  1.319,                0.61248,                0.47059,                0.53019,                0.26238,                  1.748,                 1.7684,                 1.9922,               0.000944,               0.000944,               0.000944
                    162,                 1.0389,                0.85411,                 1.3543,                0.69135,                0.43137,                0.52423,                0.27537,                 1.8618,                 2.0206,                 1.9645,              0.0009374,              0.0009374,              0.0009374
                    163,                 1.0606,                0.91306,                 1.3104,                 0.5656,                0.56863,                0.56809,                0.27306,                 1.8642,                 1.7628,                  1.992,              0.0009308,              0.0009308,              0.0009308
                    164,                 1.0302,                0.83022,                 1.3357,                0.65165,                0.54902,                0.57556,                0.29362,                 1.7537,                 1.5937,                 1.9221,              0.0009242,              0.0009242,              0.0009242
                    165,                 1.0013,                0.80635,                 1.2841,                0.55575,                0.46614,                0.40788,                0.19817,                 1.9408,                 2.2926,                  1.982,              0.0009176,              0.0009176,              0.0009176
                    166,                 1.0213,                0.83881,                 1.3044,                0.61248,                0.39216,                0.42183,                0.20531,                 1.9319,                 2.2696,                 2.0004,               0.000911,               0.000911,               0.000911
                    167,                 1.0554,                0.86278,                 1.3152,                0.70017,                0.45803,                0.49689,                0.23591,                 1.9379,                 1.9241,                 2.0659,              0.0009044,              0.0009044,              0.0009044
                    168,                0.94169,                0.72375,                 1.2088,                0.61032,                0.52217,                0.46561,                0.24415,                 1.9055,                  2.085,                 1.9902,              0.0008978,              0.0008978,              0.0008978
                    169,                 0.9951,                0.80092,                 1.2948,                0.58285,                0.52941,                0.46051,                 0.2543,                 1.9479,                 2.0309,                 2.0605,              0.0008912,              0.0008912,              0.0008912
                    170,                0.92369,                0.70981,                 1.2533,                0.58008,                0.47059,                0.44886,                0.24242,                 1.8992,                 2.1256,                 2.0615,              0.0008846,              0.0008846,              0.0008846
                    171,                0.97446,                0.77069,                 1.2989,                0.65414,                 0.5098,                0.54293,                0.28316,                 1.7717,                 1.9888,                  1.998,               0.000878,               0.000878,               0.000878
                    172,                 1.0097,                0.83287,                 1.3054,                0.70734,                0.47059,                0.56573,                0.28443,                 1.8903,                 1.8438,                 2.0253,              0.0008714,              0.0008714,              0.0008714
                    173,                0.97251,                0.82469,                 1.2657,                0.60648,                 0.5098,                 0.4722,                0.23195,                 1.8865,                 1.9132,                 1.9826,              0.0008648,              0.0008648,              0.0008648
                    174,                0.93385,                0.79405,                 1.2432,                0.56022,                 0.4902,                0.51659,                0.27592,                 1.8035,                 1.8074,                 1.9152,              0.0008582,              0.0008582,              0.0008582
                    175,                0.97282,                0.78921,                 1.2683,                0.48533,                0.54902,                0.48399,                0.28332,                 1.7124,                  1.804,                   1.91,              0.0008516,              0.0008516,              0.0008516
                    176,                0.91304,                0.74916,                 1.2571,                0.53454,                0.52941,                0.51337,                0.26807,                 1.8438,                 1.7356,                 1.9449,               0.000845,               0.000845,               0.000845
                    177,                0.97217,                0.77397,                 1.2529,                 0.6881,                0.47595,                0.57305,                0.28403,                 1.8628,                 1.7432,                 1.9762,              0.0008384,              0.0008384,              0.0008384
                    178,                 1.0057,                0.75105,                  1.315,                0.69327,                0.44332,                0.56152,                0.28721,                 1.8975,                 1.7164,                 2.0013,              0.0008318,              0.0008318,              0.0008318
