                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 1.5647,                 1.4358,                 1.7894,                  0.363,                 0.4902,                0.30799,                0.14267,                 1.8733,                 2.2033,                 2.0581,              0.0015182,              0.0015182,              0.0015182
                     75,                  1.483,                 1.4286,                  1.622,                0.38068,                0.47059,                0.32344,                0.14967,                 2.0257,                 2.2915,                 2.1398,              0.0015116,              0.0015116,              0.0015116
                     76,                 1.5109,                 1.3806,                 1.7703,                0.32084,                0.23529,                0.21163,                0.09284,                 2.0221,                 2.7141,                  2.296,               0.001505,               0.001505,               0.001505
                     77,                 1.5774,                 1.5061,                  1.739,                0.19644,                0.45098,                 0.2037,                0.09261,                 1.9407,                 2.7033,                 2.2022,              0.0014984,              0.0014984,              0.0014984
                     78,                 1.4847,                 1.5511,                 1.7328,                0.23861,                0.41176,                0.25709,                 0.1207,                 1.8674,                 2.6332,                 2.1748,              0.0014918,              0.0014918,              0.0014918
                     79,                 1.5007,                 1.3629,                 1.8227,                0.34902,                0.52941,                0.35473,                0.17906,                 1.9028,                 2.2094,                 2.1867,              0.0014852,              0.0014852,              0.0014852
                     80,                 1.5399,                 1.3676,                 1.7514,                0.46535,                 0.5098,                0.45018,                0.22779,                 1.8505,                 2.0227,                 2.0665,              0.0014786,              0.0014786,              0.0014786
                     81,                  1.503,                 1.4275,                 1.7263,                0.37869,                0.47059,                0.36984,                0.19123,                 1.8433,                  2.062,                 2.0591,               0.001472,               0.001472,               0.001472
                     82,                 1.4271,                 1.3599,                 1.6286,                0.42763,                0.45098,                0.35437,                0.16964,                 1.8254,                   2.19,                 2.0187,              0.0014654,              0.0014654,              0.0014654
                     83,                 1.4611,                 1.4185,                 1.6489,                0.40879,                0.43137,                0.35836,                0.17472,                 1.8817,                   2.01,                 1.9992,              0.0014588,              0.0014588,              0.0014588
                     84,                 1.4843,                 1.3821,                 1.7006,                0.46502,                0.52941,                0.43367,                0.21131,                 1.8663,                  1.968,                 2.0106,              0.0014522,              0.0014522,              0.0014522
                     85,                 1.3509,                 1.3596,                 1.5884,                0.46948,                0.41176,                 0.4471,                0.22008,                 1.9331,                 2.1067,                 2.0652,              0.0014456,              0.0014456,              0.0014456
                     86,                 1.3819,                 1.2695,                 1.6539,                0.51193,                0.39216,                0.40065,                0.21289,                 1.8836,                 2.1517,                 2.0549,               0.001439,               0.001439,               0.001439
                     87,                 1.4083,                 1.2701,                 1.6862,                0.59348,                0.29412,                0.35638,                 0.1612,                 1.9559,                 2.1947,                 2.1831,              0.0014324,              0.0014324,              0.0014324
                     88,                  1.405,                 1.2637,                 1.6595,                0.43017,                0.41176,                0.37781,                0.20018,                 1.9383,                 2.0968,                 2.1188,              0.0014258,              0.0014258,              0.0014258
                     89,                 1.4776,                 1.4441,                 1.6945,                0.32516,                0.33333,                0.29554,                0.14766,                 2.0403,                 2.3977,                 2.2109,              0.0014192,              0.0014192,              0.0014192
                     90,                 1.3435,                 1.2664,                 1.6443,                 0.5255,                0.27451,                0.35004,                0.19487,                 1.8859,                 2.3941,                 2.1245,              0.0014126,              0.0014126,              0.0014126
                     91,                 1.4468,                 1.3355,                 1.6679,                 0.5909,                0.27451,                0.34948,                0.20177,                 1.8293,                 2.4984,                 2.0899,               0.001406,               0.001406,               0.001406
                     92,                 1.3207,                 1.2088,                 1.6018,                0.39792,                0.45098,                0.41546,                0.22199,                 1.7576,                 2.0139,                 1.9684,              0.0013994,              0.0013994,              0.0013994
                     93,                 1.3774,                 1.2117,                 1.6245,                0.30792,                 0.5098,                0.35915,                0.18133,                 1.7978,                 2.2553,                 1.9633,              0.0013928,              0.0013928,              0.0013928
                     94,                 1.3364,                 1.2388,                 1.6166,                0.32709,                0.37255,                0.34709,                0.17541,                 1.8205,                 2.7639,                 2.0368,              0.0013862,              0.0013862,              0.0013862
                     95,                 1.2921,                 1.2154,                 1.6101,                0.45936,                0.23529,                0.29528,                0.13959,                 1.8762,                 3.0655,                 2.0997,              0.0013796,              0.0013796,              0.0013796
                     96,                 1.2883,                 1.2663,                 1.5659,                0.41744,                0.39216,                0.34333,                0.17809,                  1.957,                 2.1175,                  2.182,               0.001373,               0.001373,               0.001373
                     97,                 1.3999,                 1.2819,                 1.6401,                0.41712,                0.35294,                0.33368,                0.17523,                 1.8384,                 2.2205,                 2.0136,              0.0013664,              0.0013664,              0.0013664
                     98,                 1.3669,                 1.1985,                 1.6251,                0.47795,                0.43137,                0.40131,                0.19401,                 1.8857,                 2.1474,                 2.0466,              0.0013598,              0.0013598,              0.0013598
                     99,                 1.2572,                 1.1225,                 1.4881,                0.33922,                0.44297,                0.36422,                 0.1684,                 1.9498,                 2.1966,                 2.1185,              0.0013532,              0.0013532,              0.0013532
                    100,                 1.2585,                   1.15,                 1.5602,                0.49546,                0.29412,                0.33138,                0.15603,                 1.8929,                 2.4541,                 2.0885,              0.0013466,              0.0013466,              0.0013466
                    101,                 1.2941,                 1.1265,                 1.5161,                0.49247,                0.45098,                0.35592,                0.16244,                 1.8787,                 2.0995,                 2.0198,                0.00134,                0.00134,                0.00134
                    102,                 1.2186,                    1.2,                 1.4851,                0.36647,                0.38572,                  0.326,                0.16642,                 1.8391,                 2.3184,                 2.0065,              0.0013334,              0.0013334,              0.0013334
                    103,                 1.3143,                 1.2166,                 1.6378,                0.53956,                0.54902,                0.45674,                0.20497,                 1.8494,                 1.9389,                      2,              0.0013268,              0.0013268,              0.0013268
                    104,                 1.3079,                 1.1562,                 1.5187,                0.67876,                0.53872,                0.56224,                0.26624,                  1.828,                 1.8668,                   2.03,              0.0013202,              0.0013202,              0.0013202
                    105,                 1.3273,                 1.1596,                 1.5891,                0.44518,                0.43137,                0.34002,                0.16674,                 2.0548,                 2.0466,                 2.2236,              0.0013136,              0.0013136,              0.0013136
                    106,                 1.2671,                 1.1362,                 1.5272,                0.57689,                0.31373,                0.34773,                0.16239,                  2.029,                 2.0718,                 2.1439,               0.001307,               0.001307,               0.001307
                    107,                  1.238,                 1.1562,                 1.4614,                0.56709,                0.43675,                 0.4568,                0.22114,                 2.0879,                 1.9543,                 2.2147,              0.0013004,              0.0013004,              0.0013004
                    108,                  1.214,                 1.1117,                 1.4948,                0.64419,                0.43137,                0.48264,                0.25722,                 2.0442,                    2.2,                  2.159,              0.0012938,              0.0012938,              0.0012938
                    109,                 1.3408,                 1.2463,                  1.598,                0.46556,                 0.5098,                 0.4432,                0.24068,                 1.8258,                 1.7513,                 2.0327,              0.0012872,              0.0012872,              0.0012872
                    110,                  1.235,                 1.0595,                 1.4878,                0.46423,                0.47059,                0.40325,                0.20785,                 1.9292,                 1.8952,                 2.1095,              0.0012806,              0.0012806,              0.0012806
                    111,                 1.2183,                 1.0967,                 1.4638,                 0.4572,                0.47059,                0.40426,                0.17477,                 2.1279,                 2.1503,                 2.2348,               0.001274,               0.001274,               0.001274
                    112,                 1.2393,                 1.0264,                 1.4846,                 0.5166,                0.48205,                0.44664,                0.22998,                 1.9549,                 1.9447,                 2.0805,              0.0012674,              0.0012674,              0.0012674
                    113,                 1.2651,                 1.1231,                 1.5119,                0.65323,                0.39216,                0.46338,                0.25065,                 1.7418,                 1.8315,                 1.9469,              0.0012608,              0.0012608,              0.0012608
                    114,                 1.3585,                  1.132,                 1.5062,                0.54699,                0.37255,                0.43819,                0.22158,                 1.8491,                 1.8427,                 2.0088,              0.0012542,              0.0012542,              0.0012542
                    115,                 1.3217,                 1.1715,                 1.5508,                0.53472,                0.45098,                0.45171,                0.21463,                 1.9257,                 1.9228,                 2.0311,              0.0012476,              0.0012476,              0.0012476
                    116,                 1.1436,                 1.1192,                 1.4893,                0.57596,                0.39962,                0.45906,                0.25021,                 1.7792,                 2.0367,                 2.0009,               0.001241,               0.001241,               0.001241
                    117,                 1.1939,                 1.0842,                 1.4521,                0.61841,                0.41176,                0.46968,                0.22711,                 1.9315,                 1.8494,                 2.0986,              0.0012344,              0.0012344,              0.0012344
                    118,                 1.2087,                 1.0981,                 1.4938,                0.51054,                0.41176,                0.44106,                0.21177,                 1.9359,                 2.2594,                 2.0946,              0.0012278,              0.0012278,              0.0012278
                    119,                 1.2269,                 1.1188,                 1.4837,                0.46869,                0.21569,                0.24688,                0.11402,                  2.296,                 3.0058,                 2.3404,              0.0012212,              0.0012212,              0.0012212
                    120,                  1.264,                 1.0882,                 1.5295,                0.57596,                0.39216,                0.44906,                0.22414,                 1.8972,                  2.264,                 2.0806,              0.0012146,              0.0012146,              0.0012146
                    121,                 1.2029,                 1.0359,                 1.4748,                 0.5785,                0.33333,                0.37643,                0.20491,                 1.8522,                 2.1263,                 2.0098,               0.001208,               0.001208,               0.001208
                    122,                 1.1818,                 1.0363,                 1.4187,                0.36489,                0.35294,                0.33228,                0.18741,                 1.8774,                 2.2455,                 2.0421,              0.0012014,              0.0012014,              0.0012014
                    123,                 1.1499,                0.94626,                 1.3999,                0.46982,                0.41176,                0.38704,                0.21641,                 1.7606,                 2.2934,                 1.9578,              0.0011948,              0.0011948,              0.0011948
                    124,                 1.1393,                 1.0483,                 1.4355,                0.51628,                0.60692,                0.51932,                 0.2692,                 1.8812,                 1.7367,                  2.045,              0.0011882,              0.0011882,              0.0011882
                    125,                 1.1916,                 1.0164,                 1.4229,                0.51278,                0.47059,                0.48863,                0.23857,                 2.0383,                 1.9044,                 2.0987,              0.0011816,              0.0011816,              0.0011816
                    126,                 1.1912,                 1.0321,                 1.4783,                0.49065,                 0.5098,                0.51185,                 0.2784,                 1.8874,                 1.8902,                 1.9933,               0.001175,               0.001175,               0.001175
                    127,                 1.2328,                 1.0409,                 1.4621,                 0.5827,                0.39216,                0.43936,                0.20434,                 2.0094,                  2.087,                 2.1304,              0.0011684,              0.0011684,              0.0011684
                    128,                 1.2164,                 1.0758,                 1.4927,                0.48011,                0.39216,                0.42173,                0.20463,                  1.998,                 2.0514,                 2.1177,              0.0011618,              0.0011618,              0.0011618
                    129,                 1.2685,                 1.0787,                 1.5348,                0.40648,                0.60784,                0.44697,                0.23435,                  1.917,                 1.8306,                 2.0791,              0.0011552,              0.0011552,              0.0011552
                    130,                 1.0868,                0.92467,                 1.4235,                0.71404,                0.54902,                0.59483,                0.29171,                 1.8319,                 1.6262,                 2.0571,              0.0011486,              0.0011486,              0.0011486
                    131,                 1.1927,                 1.0272,                  1.469,                0.58162,                 0.4902,                 0.4949,                0.25591,                 1.8814,                 2.1721,                 2.0571,               0.001142,               0.001142,               0.001142
                    132,                 1.0634,                0.95093,                 1.4281,                0.60728,                0.43137,                0.47861,                0.24777,                 1.7714,                 1.9264,                 2.0118,              0.0011354,              0.0011354,              0.0011354
                    133,                 1.0986,                0.96077,                 1.4057,                0.65351,                0.37255,                0.44618,                0.23983,                 1.8099,                 2.0146,                 2.0045,              0.0011288,              0.0011288,              0.0011288
                    134,                 1.1802,                0.96991,                 1.3945,                0.47816,                0.47059,                0.46986,                0.26623,                 1.7506,                 2.1298,                 1.9306,              0.0011222,              0.0011222,              0.0011222
                    135,                 1.1553,                0.96509,                 1.4118,                0.46329,                0.52941,                0.54654,                0.30061,                 1.7883,                 1.7746,                 1.9898,              0.0011156,              0.0011156,              0.0011156
                    136,                  1.085,                0.93374,                 1.3789,                0.51734,                0.52941,                 0.5301,                0.28647,                 1.7264,                  1.766,                 1.9738,               0.001109,               0.001109,               0.001109
                    137,                 1.0832,                0.97558,                 1.3511,                0.62813,                0.54902,                0.50921,                0.25779,                 2.0372,                 2.0753,                 2.0755,              0.0011024,              0.0011024,              0.0011024
                    138,                 1.1023,                0.88309,                 1.3182,                0.63159,                0.50432,                 0.5214,                0.25205,                 1.9877,                 2.0052,                 2.0868,              0.0010958,              0.0010958,              0.0010958
                    139,                 1.1816,                 0.9821,                 1.4121,                0.62651,                0.45098,                0.49371,                0.24844,                 1.9497,                  2.097,                 1.9927,              0.0010892,              0.0010892,              0.0010892
                    140,                 1.1554,                0.92979,                 1.4447,                0.61117,                 0.4902,                0.51243,                0.26119,                 1.7958,                 1.9206,                 1.9595,              0.0010826,              0.0010826,              0.0010826
                    141,                 1.1145,                0.90232,                 1.3676,                0.47849,                0.54902,                0.43915,                0.22162,                 1.7967,                 2.1101,                 1.9676,               0.001076,               0.001076,               0.001076
                    142,                 1.0454,                 0.8968,                  1.365,                0.48125,                0.56863,                0.50731,                0.26736,                 1.7519,                 1.8783,                 1.9384,              0.0010694,              0.0010694,              0.0010694
                    143,                 1.0928,                0.93611,                 1.3755,                0.56805,                 0.4902,                0.51366,                0.27746,                 1.7825,                 1.9084,                 1.9561,              0.0010628,              0.0010628,              0.0010628
                    144,                  1.119,                 1.0088,                 1.3835,                0.60886,                 0.4902,                0.53081,                0.27239,                 1.8236,                 1.8527,                 2.0148,              0.0010562,              0.0010562,              0.0010562
                    145,                 1.0477,                0.88306,                 1.3433,                 0.6913,                0.56863,                0.57539,                0.32013,                  1.809,                 1.6855,                 1.9626,              0.0010496,              0.0010496,              0.0010496
                    146,                 1.0823,                0.94083,                 1.3547,                0.70471,                0.54902,                0.55887,                0.29232,                 1.8582,                 2.2062,                 2.0239,               0.001043,               0.001043,               0.001043
                    147,                 1.0821,                 0.9438,                 1.3734,                0.67427,                0.48714,                0.57402,                 0.3099,                 1.8361,                  1.822,                  2.032,              0.0010364,              0.0010364,              0.0010364
                    148,                 1.1836,                0.94076,                 1.4461,                0.79687,                0.39216,                0.52491,                0.26083,                 1.9567,                 1.9435,                 2.1377,              0.0010298,              0.0010298,              0.0010298
                    149,                 1.1198,                0.93157,                 1.3756,                0.72692,                 0.4177,                0.48604,                0.23925,                 2.0191,                 2.2205,                 2.1471,              0.0010232,              0.0010232,              0.0010232
                    150,                 1.0968,                0.89606,                 1.3484,                0.58299,                0.46609,                0.47002,                0.21996,                  1.992,                 2.0216,                 2.1106,              0.0010166,              0.0010166,              0.0010166
                    151,                 1.0841,                0.89389,                 1.3575,                0.59895,                0.60784,                0.54232,                0.27984,                 1.8073,                 1.6644,                 1.9622,                0.00101,                0.00101,                0.00101
                    152,                 1.0287,                0.89346,                 1.2851,                0.52699,                 0.5098,                0.47513,                0.26283,                 1.7132,                 2.0511,                 1.8706,              0.0010034,              0.0010034,              0.0010034
