                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                 1.1877,                0.88898,                 1.4464,                0.69312,                0.64151,                0.65621,                0.35742,                 1.7135,                  1.527,                 1.9864,              0.0005645,              0.0005645,              0.0005645
                    147,                 1.0372,                0.77323,                 1.3402,                 0.7144,                 0.5283,                0.62177,                0.33004,                 1.8056,                 1.5439,                 2.0666,              0.0005546,              0.0005546,              0.0005546
                    148,                 1.1201,                0.83447,                 1.4466,                0.72888,                0.49057,                0.63408,                0.35565,                 1.7165,                 1.5306,                 1.9945,              0.0005447,              0.0005447,              0.0005447
                    149,                 1.0515,                0.79181,                  1.344,                0.57385,                0.63525,                0.60784,                0.35233,                 1.6789,                 1.5959,                 1.9431,              0.0005348,              0.0005348,              0.0005348
                    150,                  1.133,                0.82054,                 1.3713,                0.58218,                 0.6573,                0.56547,                0.31618,                 1.7247,                 1.7591,                 1.9602,              0.0005249,              0.0005249,              0.0005249
                    151,                 1.0754,                0.78437,                 1.3876,                0.52105,                0.62264,                 0.5619,                0.30466,                 1.7337,                 1.6444,                 1.9503,               0.000515,               0.000515,               0.000515
                    152,                  1.087,                 0.8284,                 1.3858,                0.44899,                0.56604,                0.55962,                0.30924,                 1.7244,                  1.641,                 1.9491,              0.0005051,              0.0005051,              0.0005051
                    153,                 1.1458,                0.84707,                 1.3497,                0.68435,                0.45005,                0.57074,                0.28869,                   1.81,                 1.6063,                 2.0561,              0.0004952,              0.0004952,              0.0004952
                    154,                  1.111,                 0.8433,                 1.3773,                 0.5245,                0.56604,                0.56227,                0.28446,                 1.7549,                 1.6052,                  2.032,              0.0004853,              0.0004853,              0.0004853
                    155,                 1.0285,                0.75676,                 1.3109,                0.63793,                0.49057,                0.58723,                0.31914,                 1.6796,                 1.5884,                 1.9504,              0.0004754,              0.0004754,              0.0004754
                    156,                 1.0053,                0.71248,                 1.3301,                 0.5908,                0.50943,                0.57916,                  0.317,                  1.686,                 1.7102,                 1.9528,              0.0004655,              0.0004655,              0.0004655
                    157,                 1.0768,                0.79874,                 1.4515,                0.61437,                 0.4717,                0.54537,                0.30635,                 1.7079,                 1.8153,                 1.9277,              0.0004556,              0.0004556,              0.0004556
                    158,                 1.0443,                0.75328,                 1.3779,                0.76331,                0.43396,                0.55247,                 0.3102,                 1.7611,                 1.7392,                 1.9364,              0.0004457,              0.0004457,              0.0004457
                    159,                  1.113,                 0.8292,                 1.4473,                0.60684,                 0.4717,                0.57645,                0.30912,                 1.7339,                  1.589,                 1.9244,              0.0004358,              0.0004358,              0.0004358
                    160,                 1.0582,                0.75875,                 1.3563,                0.60214,                0.51407,                0.57625,                0.31421,                 1.7192,                 1.5733,                  1.931,              0.0004259,              0.0004259,              0.0004259
                    161,                 1.0229,                0.79119,                 1.3428,                0.57816,                0.49057,                 0.5394,                0.28525,                 1.7827,                 1.6443,                 1.9651,               0.000416,               0.000416,               0.000416
                    162,                 1.0025,                0.78609,                 1.3559,                0.60525,                0.49057,                0.52883,                0.27631,                 1.7858,                 1.6808,                  1.966,              0.0004061,              0.0004061,              0.0004061
                    163,                 1.0632,                0.79857,                 1.3346,                 0.6394,                0.46846,                0.50483,                0.28449,                 1.7604,                 1.6965,                 1.9572,              0.0003962,              0.0003962,              0.0003962
                    164,                 1.0648,                0.85352,                 1.4053,                0.67338,                0.41509,                0.50208,                0.29617,                 1.7455,                 1.7238,                 1.9553,              0.0003863,              0.0003863,              0.0003863
                    165,                  1.049,                0.80563,                 1.3614,                0.72993,                0.39623,                 0.5087,                0.28882,                 1.8076,                 1.8456,                  2.004,              0.0003764,              0.0003764,              0.0003764
                    166,                  1.061,                0.80947,                 1.3695,                0.70258,                0.39623,                0.51795,                0.30609,                 1.7147,                 1.8537,                 1.9282,              0.0003665,              0.0003665,              0.0003665
                    167,                0.98447,                0.70937,                  1.299,                0.60446,                0.49057,                0.54332,                0.32722,                 1.6749,                 1.7694,                 1.8853,              0.0003566,              0.0003566,              0.0003566
                    168,                  1.003,                0.71208,                 1.3135,                0.52378,                0.56037,                0.56548,                0.32793,                 1.6505,                 1.7049,                  1.888,              0.0003467,              0.0003467,              0.0003467
                    169,                0.98668,                0.74078,                 1.3541,                0.53377,                0.58491,                0.55342,                0.31073,                 1.7207,                 1.7474,                 1.9312,              0.0003368,              0.0003368,              0.0003368
                    170,                 1.0845,                0.79749,                 1.3573,                0.50957,                0.54717,                0.55127,                0.31222,                 1.6933,                 1.7698,                 1.9178,              0.0003269,              0.0003269,              0.0003269
                    171,                 1.0063,                0.73689,                 1.3066,                0.51108,                 0.5283,                0.55019,                0.31319,                 1.6861,                 1.7491,                 1.9135,               0.000317,               0.000317,               0.000317
